client,available,held,total,locked
1802,93669.71,0.0,93669.71,true
1074,96843.16,0.0,96843.16,true
755,408512.16,987.02,409499.2,false
1713,81916.586,0.0,81916.586,true
367,24965.229,3746.34,28711.568,false
1570,60823.68,0.0,60823.68,true
1080,4784.672,7379.39,12164.0625,false
230,198508.39,22838.24,221346.62,false
1243,45556.184,29564.63,75120.81,false
1155,31848.734,6926.61,38775.344,false
142,91402.26,30159.05,121561.31,false
1861,138351.72,48159.7,186511.42,false
566,33762.57,0.0,33762.57,true
1611,79785.39,8141.46,87926.85,false
884,155422.84,38499.84,193922.69,false
454,8071.951,0.0,8071.951,true
236,11203.85,0.0,11203.85,true
1700,12384.57,0.0,12384.57,true
1839,56573.68,0.0,56573.68,true
521,93451.61,31625.84,125077.45,false
1744,43734.355,0.0,43734.355,true
1898,102963.445,0.0,102963.445,true
88,127169.36,23529.28,150698.64,false
1800,212282.72,0.0,212282.72,true
1041,33106.844,0.0,33106.844,true
544,39693.094,6775.66,46468.754,false
1819,88904.77,36938.74,125843.516,false
300,72149.99,3710.09,75860.086,false
115,343535.72,0.0,343535.72,true
1399,148335.14,30690.63,179025.77,false
1859,142704.25,0.0,142704.25,true
1266,65534.62,47457.41,112992.03,false
1737,83694.71,44559.35,128254.06,false
1125,58366.152,0.0,58366.152,true
746,82449.25,15743.9,98193.15,false
1539,304525.97,0.0,304525.97,true
543,210990.5,0.0,210990.5,true
213,241.84814,0.0,241.84814,true
80,71312.82,40517.33,111830.15,false
1336,82779.15,0.0,82779.15,true
763,116426.43,0.0,116426.43,true
1593,109240.42,0.0,109240.42,true
1964,18503.525,0.0,18503.525,true
372,35182.61,13370.97,48553.58,false
1752,171064.11,35977.96,207042.06,false
466,30345.584,0.0,30345.584,true
169,74976.516,0.0,74976.516,true
647,8369.84,0.0,8369.84,true
1843,145979.56,0.0,145979.56,true
1520,153613.17,0.0,153613.17,true
1202,297509.62,46273.95,343783.56,false
1272,32720.328,0.0,32720.328,true
742,10593.23,0.0,10593.23,true
178,169835.42,45898.37,215733.8,false
351,69333.63,0.0,69333.63,true
35,8697.836,10136.66,18834.496,false
391,57390.145,0.0,57390.145,true
1728,173.49219,0.0,173.49219,true
450,46901.055,20385.33,67286.38,false
1241,117761.086,36220.93,153982.02,false
1882,48215.742,33567.35,81783.09,false
668,132123.39,0.0,132123.39,true
82,11033.527,0.0,11033.527,true
1001,44285.434,2825.2,47110.633,false
331,6213.6836,3992.53,10206.214,false
1028,3547.6406,0.0,3547.6406,true
266,52429.758,0.0,52429.758,true
430,133663.1,40428.88,174091.97,false
288,62425.336,0.0,62425.336,true
1348,58217.36,0.0,58217.36,true
1086,38674.27,39552.12,78226.39,false
1226,53857.203,46939.3,100796.5,false
1967,32643.395,22534.82,55178.215,false
1746,103152.98,23318.75,126471.73,false
89,272147.4,0.0,272147.4,true
903,54399.023,5661.79,60060.812,false
1786,47014.547,0.0,47014.547,true
897,32873.9,1903.8,34777.7,false
1299,46143.46,0.0,46143.46,true
388,85176.875,46879.18,132056.06,false
1695,223705.03,0.0,223705.03,true
1026,100599.37,0.0,100599.37,true
1470,6711.3403,0.0,6711.3403,true
1863,169990.92,0.0,169990.92,true
398,58548.223,34326.45,92874.67,false
471,111407.91,23877.27,135285.17,false
1653,466022.7,6680.15,472702.84,false
1316,136096.28,0.0,136096.28,true
1735,171126.19,0.0,171126.19,true
92,222208.55,16423.13,238631.67,false
442,113404.92,0.0,113404.92,true
452,99113.875,0.0,99113.875,true
846,260435.22,7540.62,267975.84,false
811,44634.3,0.0,44634.3,true
14,201893.53,0.0,201893.53,true
1128,75556.875,36333.26,111890.14,false
248,150459.34,0.0,150459.34,true
1937,73101.54,0.0,73101.54,true
1917,39942.637,12180.01,52122.65,false
871,31484.59,0.0,31484.59,true
694,65877.28,0.0,65877.28,true
1224,64576.406,38625.26,103201.67,false
393,128165.555,31665.78,159831.33,false
63,56769.594,46880.29,103649.88,false
182,32386.953,12862.04,45248.992,false
1054,52672.867,0.0,52672.867,true
1527,5078.6562,0.0,5078.6562,true
997,19830.271,0.0,19830.271,true
455,102331.54,12281.32,114612.86,false
1977,36567.7,0.0,36567.7,true
26,241527.73,22120.72,263648.47,false
1384,310111.28,48711.43,358822.72,false
1753,27455.662,0.0,27455.662,true
1811,127281.91,0.0,127281.91,true
1282,131510.56,35761.04,167271.6,false
1130,35049.93,0.0,35049.93,true
1669,92699.53,0.0,92699.53,true
1721,23437.758,20503.68,43941.438,false
180,4998.5293,39862.96,44861.492,false
1268,91243.45,34626.84,125870.3,false
1628,79094.945,0.0,79094.945,true
1650,243315.47,0.0,243315.47,true
294,48128.79,0.0,48128.79,true
468,7688.242,0.0,7688.242,true
1298,22387.852,0.0,22387.852,true
501,15413.434,0.0,15413.434,true
549,207970.19,0.0,207970.19,true
304,96075.84,0.0,96075.84,true
576,259841.11,39253.15,299094.25,false
329,6807.918,0.0,6807.918,true
1352,162090.28,44557.43,206647.72,false
752,391695.1,29575.58,421270.7,false
1209,148592.28,0.0,148592.28,true
686,35966.96,21151.44,57118.4,false
259,107400.81,18617.41,126018.22,false
280,3547.8906,0.0,3547.8906,true
1985,8614.843,0.0,8614.843,true
888,28235.031,11889.28,40124.312,false
1303,32689.34,0.0,32689.34,true
1018,104.4978,10056.85,10161.348,false
120,127593.8,20438.61,148032.4,false
687,141326.5,4605.51,145932.02,false
1658,132128.58,0.0,132128.58,true
1356,178654.06,0.0,178654.06,true
336,84298.33,0.0,84298.33,true
1078,148548.95,0.0,148548.95,true
1223,71021.92,0.0,71021.92,true
1242,31392.004,47938.03,79330.03,false
1911,69756.25,0.0,69756.25,true
344,248535.73,17781.55,266317.28,false
1892,2992.9727,18569.52,21562.492,false
1011,48662.11,46276.9,94939.01,false
1410,133088.02,15446.45,148534.47,false
1133,28112.719,0.0,28112.719,true
1668,27273.164,0.0,27273.164,true
1231,44947.93,0.0,44947.93,true
802,192672.05,40961.34,233633.39,false
1358,69143.65,0.0,69143.65,true
340,62627.797,0.0,62627.797,true
222,277016.47,264.28,277280.75,false
1936,83938.305,0.0,83938.305,true
1524,46052.35,0.0,46052.35,true
27,273945.75,35293.15,309238.9,false
1218,51311.562,0.0,51311.562,true
795,118707.52,0.0,118707.52,true
1495,182536.02,0.0,182536.02,true
922,186205.39,21919.11,208124.5,false
532,68352.92,0.0,68352.92,true
793,79308.06,4231.32,83539.38,false
1840,45412.65,20377.8,65790.45,false
147,403731.53,0.0,403731.53,true
490,91643.97,0.0,91643.97,true
905,40561.402,0.0,40561.402,true
1389,39616.33,0.0,39616.33,true
979,176089.5,48527.89,224617.39,false
1040,79721.45,0.0,79721.45,true
105,31041.348,0.0,31041.348,true
740,2788.9045,44528.11,47317.016,false
584,255474.69,0.0,255474.69,true
733,100190.484,33212.33,133402.81,false
715,65732.53,0.0,65732.53,true
1940,161365.56,0.0,161365.56,true
175,93918.86,0.0,93918.86,true
1720,29003.248,0.0,29003.248,true
1118,152600.4,0.0,152600.4,true
1991,47696.98,0.0,47696.98,true
660,72676.52,49188.97,121865.49,false
1693,11280.238,0.0,11280.238,true
1390,146755.14,1674.91,148430.05,false
980,107188.66,41680.64,148869.3,false
1604,220405.72,41303.9,261709.62,false
316,54767.684,0.0,54767.684,true
1602,26714.758,0.0,26714.758,true
1998,68746.19,0.0,68746.19,true
353,23252.938,33845.2,57098.137,false
551,88137.62,23617.42,111755.04,false
58,191575.9,0.0,191575.9,true
1793,31302.684,0.0,31302.684,true
1338,27524.238,0.0,27524.238,true
1171,52713.094,25747.72,78460.81,false
707,120588.06,0.0,120588.06,true
1614,91113.2,0.0,91113.2,true
1380,186074.25,0.0,186074.25,true
895,243631.22,0.0,243631.22,true
1529,23770.18,7.72,23777.9,false
1093,65884.266,0.0,65884.266,true
1216,92572.16,0.0,92572.16,true
1922,206484.47,24122.42,230606.89,false
246,154110.19,14807.54,168917.73,false
1698,212162.34,45001.05,257163.39,false
297,48644.383,4376.96,53021.344,false
1785,18676.766,0.0,18676.766,true
1565,154610.52,0.0,154610.52,true
193,113121.07,0.0,113121.07,true
1467,96021.695,8096.47,104118.164,false
699,42944.676,0.0,42944.676,true
1251,10230.211,0.0,10230.211,true
491,56742.5,39986.11,96728.61,false
1760,152287.34,0.0,152287.34,true
1361,155429.36,24086.13,179515.48,false
136,111228.71,19378.89,130607.6,false
302,114522.05,25940.79,140462.84,false
1096,58169.695,19802.67,77972.37,false
1160,16588.578,0.0,16588.578,true
750,43550.023,0.0,43550.023,true
831,44102.312,35416.9,79519.21,false
818,8487.875,0.0,8487.875,true
1485,410386.53,0.0,410386.53,true
561,4544.9575,34889.87,39434.83,false
956,104190.86,0.0,104190.86,true
1792,219967.27,0.0,219967.27,true
883,46209.79,0.0,46209.79,true
1871,70066.336,0.0,70066.336,true
1905,112394.945,0.0,112394.945,true
1959,453686.53,5916.02,459602.56,false
1774,71569.18,19171.71,90740.89,false
1006,215139.45,30636.84,245776.3,false
1004,72653.445,27011.72,99665.164,false
366,402180.28,0.0,402180.28,true
1830,173586.72,0.0,173586.72,true
1586,56934.312,0.0,56934.312,true
270,222127.78,15124.32,237252.1,false
1429,99017.14,12680.95,111698.09,false
591,60092.695,13434.28,73526.98,false
1156,62490.43,16600.4,79090.83,false
287,145641.28,30861.33,176502.61,false
223,319396.3,0.0,319396.3,true
572,38170.156,0.0,38170.156,true
1409,45387.414,0.0,45387.414,true
1375,106723.09,0.0,106723.09,true
571,60688.79,0.0,60688.79,true
1697,21565.785,0.0,21565.785,true
1926,34953.855,22557.77,57511.625,false
536,8758.359,23453.21,32211.57,false
1508,170724.84,34470.61,205195.45,false
1000,51914.703,18372.18,70286.88,false
10,55178.973,0.0,55178.973,true
1208,87508.81,0.0,87508.81,true
1445,297719.75,17799.17,315518.9,false
1017,196999.45,33745.56,230745.02,false
1587,119866.56,0.0,119866.56,true
1091,106875.695,0.0,106875.695,true
527,99178.984,0.0,99178.984,true
1036,95231.516,0.0,95231.516,true
708,137528.28,0.0,137528.28,true
31,56.950195,0.0,56.950195,true
629,132998.78,0.0,132998.78,true
1094,89015.75,30819.5,119835.25,false
260,87655.125,0.0,87655.125,true
786,93233.64,0.0,93233.64,true
1743,87483.516,0.0,87483.516,true
1254,154964.56,0.0,154964.56,true
269,68809.5,0.0,68809.5,true
1085,112642.63,0.0,112642.63,true
1724,91552.35,47113.27,138665.62,false
626,75041.11,0.0,75041.11,true
85,79824.586,31019.32,110843.91,false
522,151471.86,0.0,151471.86,true
953,99929.016,3292.79,103221.805,false
191,33012.562,0.0,33012.562,true
140,282698.3,38093.65,320791.97,false
849,107908.56,0.0,107908.56,true
962,62027.742,0.0,62027.742,true
1145,167986.05,3708.11,171694.16,false
1540,126968.06,0.0,126968.06,true
1339,55933.656,0.0,55933.656,true
1267,249469.28,31620.96,281090.25,false
1975,29875.854,48768.75,78644.6,false
143,317208.34,0.0,317208.34,true
413,105568.66,0.0,105568.66,true
1501,12784.555,0.0,12784.555,true
98,131640.06,0.0,131640.06,true
803,84544.734,0.0,84544.734,true
1200,111266.055,41543.08,152809.12,false
987,147003.53,0.0,147003.53,true
1916,153959.03,48721.52,202680.55,false
1805,36420.953,40644.59,77065.55,false
1003,26203.457,18223.92,44427.375,false
198,62203.08,46254.49,108457.56,false
195,72949.95,20001.16,92951.11,false
1723,107780.766,0.0,107780.766,true
1733,60953.98,48481.67,109435.66,false
61,41392.57,14402.9,55795.47,false
1057,124727.59,34247.28,158974.88,false
1592,6682.9004,0.0,6682.9004,true
1589,17725.328,0.0,17725.328,true
1035,41732.707,30630.64,72363.34,false
1369,158.24976,0.0,158.24976,true
28,76099.75,0.0,76099.75,true
926,80228.41,39150.9,119379.305,false
1068,369605.5,42.99,369648.5,false
1749,33589.617,0.0,33589.617,true
39,50922.26,20012.86,70935.125,false
1304,150120.81,7423.56,157544.38,false
1624,168018.27,15966.18,183984.44,false
1053,366270.0,46585.33,412855.3,false
1757,4724.5425,26679.88,31404.424,false
132,98263.64,0.0,98263.64,true
1559,44152.445,0.0,44152.445,true
875,14868.121,0.0,14868.121,true
111,5042.328,336.73,5379.058,false
1979,149444.12,16100.27,165544.39,false
1227,70721.22,41621.78,112343.0,false
822,304963.44,44634.95,349598.38,false
974,164378.52,26501.77,190880.28,false
1778,407315.62,41308.25,448623.88,false
1058,198920.06,48945.69,247865.75,false
1075,39800.953,0.0,39800.953,true
1818,46006.93,0.0,46006.93,true
761,6737.0254,36968.47,43705.492,false
791,38143.41,44777.83,82921.234,false
1462,57949.773,48024.68,105974.45,false
648,84362.836,0.0,84362.836,true
1575,14066.32,34587.25,48653.57,false
1393,196636.1,0.0,196636.1,true
264,84424.78,20726.93,105151.71,false
1157,24241.064,0.0,24241.064,true
1217,75653.86,0.0,75653.86,true
943,142783.0,38475.42,181258.42,false
830,6692.159,22795.01,29487.168,false
983,84573.74,0.0,84573.74,true
209,143542.19,20452.84,163995.03,false
428,70775.52,48338.04,119113.56,false
959,67261.78,37454.59,104716.375,false
330,134988.06,25689.87,160677.94,false
1684,23109.031,45160.8,68269.83,false
1910,261517.12,22663.76,284180.88,false
1142,109303.75,5491.69,114795.44,false
1443,200846.2,0.0,200846.2,true
1944,262412.3,30605.43,293017.75,false
299,100927.27,0.0,100927.27,true
401,238407.56,28184.49,266592.06,false
1990,137936.1,0.0,137936.1,true
1458,39585.26,0.0,39585.26,true
1745,196649.7,26636.12,223285.83,false
314,28992.406,10472.73,39465.137,false
1948,72610.125,4448.44,77058.56,false
1164,139916.14,0.0,139916.14,true
592,92610.14,0.0,92610.14,true
32,42566.582,0.0,42566.582,true
548,455154.44,0.0,455154.44,true
395,189974.88,8886.61,198861.48,false
691,33600.32,0.0,33600.32,true
1024,129892.625,21683.23,151575.86,false
226,334525.9,0.0,334525.9,true
828,148699.67,26586.9,175286.58,false
1801,27856.062,49816.71,77672.77,false
104,86427.234,0.0,86427.234,true
1983,12099.977,0.0,12099.977,true
542,293657.4,40438.07,334095.47,false
720,257005.44,0.0,257005.44,true
751,97732.805,0.0,97732.805,true
275,114597.586,0.0,114597.586,true
1853,272620.34,17125.63,289745.97,false
1447,41485.195,0.0,41485.195,true
1119,125966.16,3985.44,129951.59,false
929,4123.454,8640.91,12764.364,false
1572,98744.48,0.0,98744.48,true
665,113495.48,0.0,113495.48,true
1511,213299.75,12005.26,225305.02,false
1402,54187.04,4643.68,58830.72,false
1285,150235.94,0.0,150235.94,true
1173,86660.66,0.0,86660.66,true
238,307649.72,6102.7,313752.4,false
882,182896.5,34344.4,217240.9,false
1525,102221.75,6859.22,109080.97,false
859,6380.328,0.0,6380.328,true
1953,221479.95,0.0,221479.95,true
37,384258.03,4594.0,388852.03,false
326,375.9297,0.0,375.9297,true
261,19781.176,32563.59,52344.766,false
263,56610.73,0.0,56610.73,true
1490,50021.062,0.0,50021.062,true
1079,197605.14,0.0,197605.14,true
1387,66654.336,0.0,66654.336,true
321,30117.178,0.0,30117.178,true
760,318521.72,38148.72,356670.44,false
666,124724.734,0.0,124724.734,true
432,230811.88,7725.27,238537.14,false
470,68086.91,30874.65,98961.555,false
642,9864.936,30965.12,40830.055,false
225,16413.469,0.0,16413.469,true
22,90065.66,20900.84,110966.5,false
1656,129518.61,0.0,129518.61,true
1104,80647.71,0.0,80647.71,true
853,164767.23,0.0,164767.23,true
1531,330556.72,34324.33,364881.06,false
1089,122074.12,37572.25,159646.38,false
955,194487.5,0.0,194487.5,true
41,370752.62,0.0,370752.62,true
1498,56662.97,0.0,56662.97,true
3,136506.45,3673.48,140179.94,false
937,198685.66,37308.22,235993.88,false
1782,203340.3,0.0,203340.3,true
688,198399.48,0.0,198399.48,true
995,112340.92,25832.25,138173.17,false
1514,7719.8867,0.0,7719.8867,true
126,65588.484,0.0,65588.484,true
506,129018.44,0.0,129018.44,true
1988,31888.977,20084.59,51973.566,false
1884,4887.8203,0.0,4887.8203,true
1235,39491.484,0.0,39491.484,true
267,302418.5,17324.61,319743.12,false
764,59356.016,0.0,59356.016,true
1919,88129.734,0.0,88129.734,true
121,3696.5469,0.0,3696.5469,true
1349,130635.375,5810.88,136446.25,false
122,101145.31,0.0,101145.31,true
1766,16228.217,48507.62,64735.836,false
1530,83143.08,1791.86,84934.94,false
396,100561.84,0.0,100561.84,true
858,69515.67,0.0,69515.67,true
1428,209432.42,0.0,209432.42,true
530,9183.05,45590.7,54773.75,false
1305,417819.94,0.0,417819.94,true
381,91530.46,0.0,91530.46,true
799,22756.695,20251.57,43008.266,false
313,2478.895,0.0,2478.895,true
1481,279255.88,20786.87,300042.75,false
137,24358.172,26127.21,50485.383,false
1858,58262.39,15222.5,73484.89,false
562,12778.789,0.0,12778.789,true
968,116132.56,6284.49,122417.055,false
976,158355.92,0.0,158355.92,true
583,107489.72,0.0,107489.72,true
7,45800.895,0.0,45800.895,true
1365,69634.01,0.0,69634.01,true
1680,36496.207,20281.72,56777.93,false
1064,10841.283,21755.18,32596.463,false
1831,98230.55,0.0,98230.55,true
499,150865.0,0.0,150865.0,true
378,56826.758,7371.38,64198.137,false
1949,102752.234,199.02,102951.26,false
756,303134.28,0.0,303134.28,true
1411,201877.81,20869.82,222747.62,false
268,46000.258,0.0,46000.258,true
520,151571.03,0.0,151571.03,true
1205,119004.86,6228.08,125232.94,false
624,290322.9,8918.03,299240.94,false
1773,267484.44,18159.67,285644.1,false
516,214234.22,0.0,214234.22,true
402,159760.23,22277.08,182037.31,false
525,88016.98,13934.46,101951.44,false
305,67117.54,0.0,67117.54,true
1188,191974.22,38521.23,230495.45,false
19,19478.098,461.01,19939.107,false
921,46583.312,0.0,46583.312,true
971,274452.34,16851.91,291304.25,false
1163,127916.85,0.0,127916.85,true
1269,2336.084,34926.88,37262.96,false
1328,290355.8,0.0,290355.8,true
1095,220421.81,0.0,220421.81,true
504,161839.88,0.0,161839.88,true
125,206807.94,34226.38,241034.31,false
1185,207048.05,45207.25,252255.3,false
820,65374.2,0.0,65374.2,true
404,29127.543,28814.12,57941.664,false
1005,188987.52,0.0,188987.52,true
1796,57862.35,0.0,57862.35,true
986,115038.766,0.0,115038.766,true
1707,186708.95,0.0,186708.95,true
1869,58183.598,0.0,58183.598,true
1591,140011.44,5732.05,145743.48,false
160,98017.05,0.0,98017.05,true
1097,74216.58,44409.42,118626.0,false
1210,219251.84,22599.13,241850.97,false
1198,43102.02,0.0,43102.02,true
1113,25003.975,0.0,25003.975,true
998,68934.125,13797.41,82731.53,false
1441,172685.03,0.0,172685.03,true
440,27470.453,0.0,27470.453,true
1813,58603.04,30490.15,89093.19,false
1806,12580.318,0.0,12580.318,true
412,76220.05,0.0,76220.05,true
52,63087.64,30489.27,93576.91,false
355,79793.06,0.0,79793.06,true
1739,78441.914,0.0,78441.914,true
1456,299758.5,0.0,299758.5,true
1400,69091.8,43256.07,112347.87,false
1197,19286.156,7716.3,27002.457,false
611,123945.04,0.0,123945.04,true
879,302469.84,35753.05,338222.9,false
737,91212.79,19460.5,110673.29,false
1213,121034.125,4853.28,125887.41,false
1278,365395.66,18039.38,383435.03,false
1502,84770.75,25814.42,110585.17,false
1690,32828.324,0.0,32828.324,true
1190,40104.25,0.0,40104.25,true
689,63538.273,6742.23,70280.5,false
581,51981.227,4934.12,56915.348,false
1229,30249.402,35822.78,66072.19,false
766,98583.96,0.0,98583.96,true
325,49434.688,6347.71,55782.4,false
152,1104.3113,0.0,1104.3113,true
1476,224694.53,17546.81,242241.34,false
911,236880.81,25782.0,262662.8,false
577,44240.945,0.0,44240.945,true
1019,34651.32,0.0,34651.32,true
1487,98739.5,23718.62,122458.12,false
1151,108339.04,42663.61,151002.66,false
873,30665.857,0.0,30665.857,true
1829,63538.195,0.0,63538.195,true
788,184006.34,30339.5,214345.84,false
1491,82221.34,35179.56,117400.91,false
1620,87310.625,29219.92,116530.55,false
1023,263199.28,0.0,263199.28,false
1885,121292.09,35221.76,156513.86,false
1581,217323.27,5575.28,222898.55,false
1076,46935.22,0.0,46935.22,true
352,104619.62,0.0,104619.62,true
1996,5464.086,34282.58,39746.664,false
1442,23566.0,0.0,23566.0,true
808,11812.379,0.0,11812.379,true
978,76683.71,0.0,76683.71,true
1759,37054.008,0.0,37054.008,true
1663,193304.95,12570.46,205875.4,false
277,197629.6,20635.11,218264.7,false
630,182568.62,7374.91,189943.53,false
426,9877.168,0.0,9877.168,true
1403,167573.3,34558.68,202131.97,false
1039,286308.78,45124.18,331432.97,false
957,49131.72,0.0,49131.72,true
29,177682.31,0.0,177682.31,true
1851,7753.494,0.0,7753.494,true
1704,201925.22,9050.66,210975.88,false
1346,141936.94,8973.64,150910.58,false
1679,85278.47,0.0,85278.47,true
1450,328351.44,1306.57,329658.0,false
144,166062.55,49029.39,215091.94,false
963,86771.94,0.0,86771.94,true
441,49728.29,40502.28,90230.57,false
1107,87272.61,32122.85,119395.46,false
1228,158187.84,0.0,158187.84,true
1676,19935.346,41215.38,61150.727,false
845,203627.47,0.0,203627.47,true
824,69677.625,15287.19,84964.81,false
554,159542.11,15540.6,175082.7,false
188,382933.22,40597.77,423531.0,false
1271,74092.375,25696.2,99788.58,false
431,340609.3,5319.59,345928.9,false
1314,156348.84,30728.12,187076.97,false
1571,83188.45,40961.53,124149.984,false
1989,188383.45,0.0,188383.45,true
854,66559.67,0.0,66559.67,true
324,166516.1,0.0,166516.1,true
650,18272.953,14414.28,32687.234,false
112,208136.86,3796.44,211933.3,false
706,371762.47,0.0,371762.47,true
1153,101530.89,7284.49,108815.38,false
1147,387943.12,9213.17,397156.28,false
643,128843.03,0.0,128843.03,true
77,110743.09,2126.0,112869.09,false
588,263123.12,5226.59,268349.72,false
798,191238.25,0.0,191238.25,true
1392,14081.998,23930.84,38012.836,false
1430,61368.34,0.0,61368.34,true
183,23843.973,42400.51,66244.484,false
1874,5494.4766,18719.73,24214.207,false
894,73064.93,0.0,73064.93,true
1951,2348.33,47939.78,50288.11,false
446,15094.492,0.0,15094.492,true
1615,48075.508,29747.44,77822.945,false
201,121230.19,22370.33,143600.52,false
622,33380.53,49226.12,82606.66,false
1900,114518.13,1697.37,116215.5,false
91,65204.85,34848.51,100053.36,false
1638,94587.4,0.0,94587.4,true
915,18312.764,0.0,18312.764,true
95,181805.25,0.0,181805.25,true
672,19906.11,0.0,19906.11,true
20,85186.94,14860.01,100046.945,false
332,84036.7,0.0,84036.7,true
76,1755.1016,44873.26,46628.363,false
779,51568.742,0.0,51568.742,true
568,121337.88,0.0,121337.88,true
1313,3798.92,0.0,3798.92,true
363,89829.91,3068.54,92898.445,false
295,159362.6,18475.31,177837.9,false
864,439130.25,0.0,439130.25,true
934,182117.88,0.0,182117.88,true
732,267135.66,38198.27,305333.94,false
1359,11461.572,0.0,11461.572,true
1820,20436.684,0.0,20436.684,true
1770,40596.25,0.0,40596.25,true
1846,84554.67,4833.31,89387.984,false
127,163098.7,2936.44,166035.14,false
1730,14255.416,18004.98,32260.396,false
1675,111902.5,26572.32,138474.81,false
30,69522.72,0.0,69522.72,true
1673,425666.03,13216.66,438882.7,false
1109,98346.41,44202.07,142548.47,false
654,56323.895,0.0,56323.895,true
453,38761.28,37547.28,76308.56,false
533,154042.84,14091.94,168134.78,false
1105,67588.414,45107.07,112695.484,false
274,101960.29,0.0,101960.29,true
757,205807.66,8246.54,214054.2,false
69,520610.78,15299.22,535910.0,false
83,31434.69,0.0,31434.69,true
1960,24807.172,20957.9,45765.07,false
1914,26686.633,0.0,26686.633,true
409,99379.51,19183.29,118562.8,false
781,26552.582,0.0,26552.582,true
1292,39733.727,0.0,39733.727,true
1715,86722.81,0.0,86722.81,true
240,70074.59,0.0,70074.59,true
1117,23235.8,0.0,23235.8,true
219,39358.8,0.0,39358.8,true
165,361219.28,45677.41,406896.7,false
1906,66280.51,0.0,66280.51,true
1799,308180.2,49617.3,357797.5,false
727,98509.98,0.0,98509.98,true
1112,96729.2,48506.39,145235.6,false
312,126784.62,8748.07,135532.69,false
814,229141.7,23745.86,252887.56,false
1824,46717.797,42618.11,89335.91,false
197,25739.348,0.0,25739.348,true
1647,32481.273,16381.11,48862.383,false
216,210103.39,45857.61,255961.0,false
1775,95727.21,21015.96,116743.17,false
613,27207.688,25054.61,52262.297,false
1131,35438.53,17078.09,52516.62,false
508,76843.695,0.0,76843.695,true
603,160577.84,32912.67,193490.52,false
1895,79338.266,33892.26,113230.53,false
555,45366.47,29109.71,74476.18,false
45,424478.0,0.0,424478.0,true
1689,186341.94,31604.94,217946.88,false
655,90080.52,6090.05,96170.57,false
123,170978.08,9338.99,180317.06,false
1480,1147.5369,0.0,1147.5369,true
276,13006.856,0.0,13006.856,true
1545,44957.715,0.0,44957.715,true
6,60075.695,0.0,60075.695,true
1367,155305.33,12811.24,168116.56,false
1012,19756.66,0.0,19756.66,true
865,35675.887,0.0,35675.887,true
1557,153410.66,0.0,153410.66,true
1488,23391.637,0.0,23391.637,true
1652,21506.379,0.0,21506.379,true
920,132.645,0.0,132.645,true
394,103756.84,0.0,103756.84,true
1257,320841.84,0.0,320841.84,true
289,166458.3,0.0,166458.3,true
156,227061.75,46600.9,273662.66,false
1102,10932.727,47007.72,57940.445,false
1717,15129.418,0.0,15129.418,true
855,27048.078,48783.4,75831.48,false
1950,402326.06,0.0,402326.06,true
463,66979.81,0.0,66979.81,true
541,63793.035,0.0,63793.035,true
1045,223854.67,0.0,223854.67,true
1472,122084.55,0.0,122084.55,true
234,274468.38,0.0,274468.38,true
753,111074.66,0.0,111074.66,true
940,214853.5,2763.57,217617.06,false
617,201110.42,45901.08,247011.5,false
1822,76396.62,6315.68,82712.3,false
1516,20599.396,39011.72,59611.117,false
438,110457.445,0.0,110457.445,true
337,27568.04,0.0,27568.04,true
1466,209072.52,0.0,209072.52,true
556,103309.75,39320.87,142630.62,false
1727,27765.176,5425.83,33191.008,false
1183,140242.61,0.0,140242.61,true
1546,62843.81,0.0,62843.81,true
1969,153779.22,0.0,153779.22,true
1162,3774.205,0.0,3774.205,true
1654,62720.496,0.0,62720.496,true
296,94348.336,32102.3,126450.64,false
1899,26919.941,32382.43,59302.37,false
745,104667.64,0.0,104667.64,true
1706,160819.53,0.0,160819.53,true
1980,77497.59,23260.84,100758.44,false
494,24047.07,35491.81,59538.88,false
657,59476.742,0.0,59476.742,true
711,72532.16,0.0,72532.16,true
560,253642.58,0.0,253642.58,true
1421,130551.89,0.0,130551.89,true
1881,14997.703,2983.24,17980.943,false
1030,84416.71,23326.39,107743.1,false
1790,116836.914,0.0,116836.914,true
187,99242.92,24570.4,123813.32,false
596,196544.36,0.0,196544.36,true
1083,64956.28,0.0,64956.28,true
725,92416.16,0.0,92416.16,true
1009,56103.723,48110.41,104214.13,false
1837,285556.6,10047.3,295603.9,false
1981,79432.92,0.0,79432.92,true
990,24639.4,44640.2,69279.6,false
1265,227696.22,49149.85,276846.06,false
371,41580.25,0.0,41580.25,true
839,165870.64,0.0,165870.64,true
738,3063.0615,34493.73,37556.793,false
456,283380.88,0.0,283380.88,true
857,157526.31,31333.98,188860.3,false
211,3828.125,0.0,3828.125,true
1558,17956.908,0.0,17956.908,true
1034,217.47778,0.0,217.47778,true
1248,288914.5,0.0,288914.5,true
1646,73126.78,7284.32,80411.1,false
585,69395.23,12274.04,81669.266,false
232,112194.2,0.0,112194.2,true
872,106685.0,0.0,106685.0,true
933,60997.992,0.0,60997.992,true
478,26357.754,0.0,26357.754,true
1161,251756.31,9306.86,261063.17,false
2,74431.89,0.0,74431.89,true
298,37247.51,0.0,37247.51,true
484,492070.62,37682.19,529752.8,false
406,151979.6,13245.07,165224.66,false
1246,4731.755,0.0,4731.755,true
1122,171721.3,11701.33,183422.62,false
1222,75893.61,18270.61,94164.22,false
1166,4638.578,38026.75,42665.33,false
598,90244.79,3171.35,93416.14,false
